Summary,Sentiment
nice,positive
nice charger,positive
happy,positive
nice,positive
nice like,positive
good,positive
love stuff get given picture,positive
good,positive
good deal good product,positive
brightness issue use hd setup box hdmi cable overal good,positive
good,positive
nice,positive
loving,positive
month ago really good product noise device used connection giving power around hours good work home thanks flipkart,positive
nice,positive
fully packedwithout scrachit delivered working fine without difficulty,positive
good,positive
niceeeeee,positive
nice good quality,positive
good,positive
good gift wifegf,positive
gud product,positive
good product fast delivery,positive
good useful,positive
superb good quality nice product,positive
nice product,positive
good product,positive
must try product,positive
super,positive
superb product,positive
good,positive
nice product price,positive
every thing nice clean ryzen provide beast performance heavy tasks power bi premiereps ms office cheery top students problem backlit keyboard else pretty good go find near,positive
good,positive
exactly mentioned images satisfied quality size shape also service little high product good enough,positive
material like gunjithicker coursegood product,positive
nice,positive
good,positive
vfm machine job good soak mins break quick wash cleaning utensils well,positive
got better product offline store comparable also assemble completely wanted keep,positive
dont want spent rupees complete motor pump car washthen go thisyes able get pressure motor pump generates common sense get gun absolete pressure home tankat gun completely awesomequality really good matters mostdont waitgo,positive
